Date,month,Market,Length,Grade.Type,Series,Price,y,Width,Height
2019-05-16,5,2,6.0,3,77,365,345,2,3
2019-05-23,5,2,6.0,3,77,355,340,2,3
2019-05-30,5,2,6.0,3,77,355,335,2,3
2019-06-06,6,2,6.0,3,77,350,330,2,3
2019-06-13,6,2,6.0,3,77,345,330,2,3
2019-06-20,6,2,6.0,3,77,340,320,2,3
2019-06-27,6,2,6.0,3,77,335,320,2,3
2019-07-04,7,2,6.0,3,77,330,317,2,3
2019-07-11,7,2,6.0,3,77,330,315,2,3
2019-07-18,7,2,6.0,3,77,320,320,2,3
2019-07-25,7,2,6.0,3,77,320,320,2,3
2019-08-01,8,2,6.0,3,77,317,320,2,3
2019-08-08,8,2,6.0,3,77,315,320,2,3
2019-08-15,8,2,6.0,3,77,320,325,2,3
2019-08-22,8,2,6.0,3,77,320,330,2,3
2019-08-29,8,2,6.0,3,77,320,330,2,3
2019-09-05,9,2,6.0,3,77,320,310,2,3
2019-09-12,9,2,6.0,3,77,325,315,2,3
2019-09-19,9,2,6.0,3,77,330,315,2,3
2019-09-26,9,2,6.0,3,77,330,315,2,3
2019-10-03,10,2,6.0,3,77,310,325,2,3
2019-10-10,10,2,6.0,3,77,315,330,2,3
2019-10-17,10,2,6.0,3,77,315,335,2,3
2019-10-24,10,2,6.0,3,77,315,340,2,3
2019-10-31,10,2,6.0,3,77,325,345,2,3
2019-11-07,11,2,6.0,3,77,330,345,2,3
2019-11-14,11,2,6.0,3,77,335,345,2,3
2019-11-21,11,2,6.0,3,77,340,345,2,3
2019-11-28,11,2,6.0,3,77,345,343,2,3
2019-12-05,12,2,6.0,3,77,345,343,2,3
2019-12-12,12,2,6.0,3,77,345,350,2,3
2019-12-19,12,2,6.0,3,77,345,365,2,3
2019-12-26,12,2,6.0,3,77,343,375,2,3
2020-01-02,1,2,6.0,3,77,343,375,2,3
2020-01-09,1,2,6.0,3,77,350,375,2,3
2020-01-16,1,2,6.0,3,77,365,380,2,3
2020-01-23,1,2,6.0,3,77,375,385,2,3
2020-01-30,1,2,6.0,3,77,375,390,2,3
2020-02-06,2,2,6.0,3,77,375,395,2,3
2020-02-13,2,2,6.0,3,77,380,385,2,3
2020-02-20,2,2,6.0,3,77,385,380,2,3
2020-02-27,2,2,6.0,3,77,390,370,2,3
2020-03-05,3,2,6.0,3,77,395,370,2,3
2020-03-12,3,2,6.0,3,77,385,370,2,3
2020-03-19,3,2,6.0,3,77,380,370,2,3
2020-03-26,3,2,6.0,3,77,370,370,2,3
2020-04-02,4,2,6.0,3,77,370,370,2,3
2020-04-09,4,2,6.0,3,77,370,375,2,3
2020-04-16,4,2,6.0,3,77,370,385,2,3
2020-04-23,4,2,6.0,3,77,370,400,2,3
2020-04-30,4,2,6.0,3,77,370,400,2,3
2020-05-07,5,2,6.0,3,77,375,390,2,3
2008-01-10,1,2,7.0,3,78,255,255,2,3
2008-01-17,1,2,7.0,3,78,255,255,2,3
2008-01-24,1,2,7.0,3,78,255,255,2,3
2008-01-31,1,2,7.0,3,78,255,255,2,3
2008-02-07,2,2,7.0,3,78,255,255,2,3
2008-02-14,2,2,7.0,3,78,255,255,2,3
2008-02-21,2,2,7.0,3,78,255,250,2,3
2008-02-28,2,2,7.0,3,78,255,250,2,3
2008-03-06,3,2,7.0,3,78,255,250,2,3
2008-03-13,3,2,7.0,3,78,255,250,2,3
2008-03-20,3,2,7.0,3,78,250,250,2,3
2008-03-27,3,2,7.0,3,78,250,250,2,3
2008-04-03,4,2,7.0,3,78,250,250,2,3
2008-04-10,4,2,7.0,3,78,250,250,2,3
2008-04-17,4,2,7.0,3,78,250,250,2,3
2008-04-24,4,2,7.0,3,78,250,250,2,3
2008-05-01,5,2,7.0,3,78,250,250,2,3
2008-05-08,5,2,7.0,3,78,250,250,2,3
2008-05-15,5,2,7.0,3,78,250,250,2,3
2008-05-22,5,2,7.0,3,78,250,250,2,3
2008-05-29,5,2,7.0,3,78,250,250,2,3
2008-06-05,6,2,7.0,3,78,250,250,2,3
2008-06-12,6,2,7.0,3,78,250,250,2,3
2008-06-19,6,2,7.0,3,78,250,250,2,3
2008-06-26,6,2,7.0,3,78,250,250,2,3
2008-07-03,7,2,7.0,3,78,250,250,2,3
2008-07-10,7,2,7.0,3,78,250,250,2,3
2008-07-17,7,2,7.0,3,78,250,250,2,3
2008-07-24,7,2,7.0,3,78,250,250,2,3
2008-07-31,7,2,7.0,3,78,250,250,2,3
2008-08-07,8,2,7.0,3,78,250,250,2,3
2008-08-14,8,2,7.0,3,78,250,230,2,3
2008-08-21,8,2,7.0,3,78,250,230,2,3
2008-08-28,8,2,7.0,3,78,250,225,2,3
2008-09-04,9,2,7.0,3,78,250,225,2,3
2008-09-11,9,2,7.0,3,78,230,225,2,3
2008-09-18,9,2,7.0,3,78,230,225,2,3
2008-09-25,9,2,7.0,3,78,225,225,2,3
2008-10-02,10,2,7.0,3,78,225,225,2,3
2008-10-09,10,2,7.0,3,78,225,220,2,3
2008-10-16,10,2,7.0,3,78,225,220,2,3
2008-10-23,10,2,7.0,3,78,225,220,2,3
2008-10-30,10,2,7.0,3,78,225,210,2,3
2008-11-06,11,2,7.0,3,78,220,200,2,3
2008-11-13,11,2,7.0,3,78,220,215,2,3
2008-11-20,11,2,7.0,3,78,220,215,2,3
2008-11-27,11,2,7.0,3,78,210,215,2,3
2008-12-04,12,2,7.0,3,78,200,218,2,3
2008-12-11,12,2,7.0,3,78,215,220,2,3
2008-12-18,12,2,7.0,3,78,215,220,2,3
2008-12-25,12,2,7.0,3,78,215,220,2,3
2009-01-01,1,2,7.0,3,78,218,215,2,3
2009-01-08,1,2,7.0,3,78,220,215,2,3
2009-01-15,1,2,7.0,3,78,220,215,2,3
2009-01-22,1,2,7.0,3,78,220,220,2,3
2009-01-29,1,2,7.0,3,78,215,220,2,3
2009-02-05,2,2,7.0,3,78,215,220,2,3
2009-02-12,2,2,7.0,3,78,215,220,2,3
2009-02-19,2,2,7.0,3,78,220,220,2,3
2009-02-26,2,2,7.0,3,78,220,220,2,3
2009-03-05,3,2,7.0,3,78,220,215,2,3
2009-03-12,3,2,7.0,3,78,220,225,2,3
2009-03-19,3,2,7.0,3,78,220,230,2,3
2009-03-26,3,2,7.0,3,78,220,235,2,3
2009-04-02,4,2,7.0,3,78,215,235,2,3
2009-04-09,4,2,7.0,3,78,225,235,2,3
2009-04-16,4,2,7.0,3,78,230,235,2,3
2009-04-23,4,2,7.0,3,78,235,235,2,3
2009-04-30,4,2,7.0,3,78,235,235,2,3
2009-05-07,5,2,7.0,3,78,235,235,2,3
2009-05-14,5,2,7.0,3,78,235,235,2,3
2009-05-21,5,2,7.0,3,78,235,245,2,3
2009-05-28,5,2,7.0,3,78,235,245,2,3
2009-06-04,6,2,7.0,3,78,235,245,2,3
2009-06-11,6,2,7.0,3,78,235,245,2,3
2009-06-18,6,2,7.0,3,78,245,245,2,3
2009-06-25,6,2,7.0,3,78,245,245,2,3
2009-07-02,7,2,7.0,3,78,245,245,2,3
2009-07-09,7,2,7.0,3,78,245,255,2,3
2009-07-16,7,2,7.0,3,78,245,255,2,3
2009-07-23,7,2,7.0,3,78,245,255,2,3
2009-07-30,7,2,7.0,3,78,245,265,2,3
2009-08-06,8,2,7.0,3,78,255,275,2,3
2009-08-13,8,2,7.0,3,78,255,275,2,3
2009-08-20,8,2,7.0,3,78,255,275,2,3
2009-08-27,8,2,7.0,3,78,265,275,2,3
2009-09-03,9,2,7.0,3,78,275,275,2,3
2009-09-10,9,2,7.0,3,78,275,275,2,3
2009-09-17,9,2,7.0,3,78,275,275,2,3
2009-09-24,9,2,7.0,3,78,275,275,2,3
2009-10-01,10,2,7.0,3,78,275,265,2,3
2009-10-08,10,2,7.0,3,78,275,265,2,3
2009-10-15,10,2,7.0,3,78,275,265,2,3
2009-10-22,10,2,7.0,3,78,275,265,2,3
2009-10-29,10,2,7.0,3,78,265,270,2,3
2009-11-05,11,2,7.0,3,78,265,275,2,3
2009-11-12,11,2,7.0,3,78,265,280,2,3
2009-11-19,11,2,7.0,3,78,265,285,2,3
2009-11-26,11,2,7.0,3,78,270,287,2,3
2009-12-03,12,2,7.0,3,78,275,287,2,3
2009-12-10,12,2,7.0,3,78,280,285,2,3
2009-12-17,12,2,7.0,3,78,285,285,2,3
2009-12-24,12,2,7.0,3,78,287,290,2,3
2009-12-31,12,2,7.0,3,78,287,290,2,3
2010-01-07,1,2,7.0,3,78,285,300,2,3
2010-01-14,1,2,7.0,3,78,285,300,2,3
2010-01-21,1,2,7.0,3,78,290,300,2,3
2010-01-28,1,2,7.0,3,78,290,300,2,3
2010-02-04,2,2,7.0,3,78,300,305,2,3
2010-02-11,2,2,7.0,3,78,300,305,2,3
2010-02-18,2,2,7.0,3,78,300,305,2,3
2010-02-25,2,2,7.0,3,78,300,300,2,3
2010-03-04,3,2,7.0,3,78,305,295,2,3
2010-03-11,3,2,7.0,3,78,305,300,2,3
2010-03-18,3,2,7.0,3,78,305,300,2,3
2010-03-25,3,2,7.0,3,78,300,315,2,3
2010-04-01,4,2,7.0,3,78,295,330,2,3
2010-04-08,4,2,7.0,3,78,300,335,2,3
2010-04-15,4,2,7.0,3,78,300,335,2,3
2010-04-22,4,2,7.0,3,78,315,325,2,3
2010-04-29,4,2,7.0,3,78,330,325,2,3
2010-05-06,5,2,7.0,3,78,335,310,2,3
2010-05-13,5,2,7.0,3,78,335,300,2,3
2010-05-20,5,2,7.0,3,78,325,290,2,3
2010-05-27,5,2,7.0,3,78,325,280,2,3
2010-06-03,6,2,7.0,3,78,310,275,2,3
2010-06-10,6,2,7.0,3,78,300,270,2,3
2010-06-17,6,2,7.0,3,78,290,275,2,3
2010-06-24,6,2,7.0,3,78,280,282,2,3
2010-07-01,7,2,7.0,3,78,275,285,2,3
2010-07-08,7,2,7.0,3,78,270,280,2,3
2010-07-15,7,2,7.0,3,78,275,270,2,3
2010-07-22,7,2,7.0,3,78,282,270,2,3
2010-07-29,7,2,7.0,3,78,285,265,2,3
2010-08-05,8,2,7.0,3,78,280,265,2,3
2010-08-12,8,2,7.0,3,78,270,265,2,3
2010-08-19,8,2,7.0,3,78,270,265,2,3
2010-08-26,8,2,7.0,3,78,265,265,2,3
2010-09-02,9,2,7.0,3,78,265,265,2,3
2010-09-09,9,2,7.0,3,78,265,265,2,3
2010-09-16,9,2,7.0,3,78,265,260,2,3
2010-09-23,9,2,7.0,3,78,265,265,2,3
2010-09-30,9,2,7.0,3,78,265,265,2,3
2010-10-07,10,2,7.0,3,78,265,260,2,3
2010-10-14,10,2,7.0,3,78,260,265,2,3
2010-10-21,10,2,7.0,3,78,265,260,2,3
2010-10-28,10,2,7.0,3,78,265,255,2,3
2010-11-04,11,2,7.0,3,78,260,245,2,3
2010-11-11,11,2,7.0,3,78,265,240,2,3
2010-11-18,11,2,7.0,3,78,260,240,2,3
2010-11-25,11,2,7.0,3,78,255,240,2,3
2010-12-02,12,2,7.0,3,78,245,245,2,3
2010-12-09,12,2,7.0,3,78,240,250,2,3
2010-12-16,12,2,7.0,3,78,240,250,2,3
2010-12-23,12,2,7.0,3,78,240,250,2,3
2010-12-30,12,2,7.0,3,78,245,250,2,3
2011-01-06,1,2,7.0,3,78,250,255,2,3
2011-01-13,1,2,7.0,3,78,250,250,2,3
2011-01-20,1,2,7.0,3,78,250,250,2,3
2011-01-27,1,2,7.0,3,78,250,250,2,3
2011-02-03,2,2,7.0,3,78,255,250,2,3
2011-02-10,2,2,7.0,3,78,250,250,2,3
2011-02-17,2,2,7.0,3,78,250,250,2,3
2011-02-24,2,2,7.0,3,78,250,250,2,3
2011-03-03,3,2,7.0,3,78,250,255,2,3
2011-03-10,3,2,7.0,3,78,250,255,2,3
2011-03-17,3,2,7.0,3,78,250,250,2,3
2011-03-24,3,2,7.0,3,78,250,245,2,3
2011-03-31,3,2,7.0,3,78,255,240,2,3
2011-04-07,4,2,7.0,3,78,255,240,2,3
2011-04-14,4,2,7.0,3,78,250,240,2,3
2011-04-21,4,2,7.0,3,78,245,240,2,3
2011-04-28,4,2,7.0,3,78,240,240,2,3
2011-05-05,5,2,7.0,3,78,240,240,2,3
2011-05-12,5,2,7.0,3,78,240,240,2,3
2011-05-19,5,2,7.0,3,78,240,245,2,3
2011-05-26,5,2,7.0,3,78,240,245,2,3
2011-06-02,6,2,7.0,3,78,240,250,2,3
2011-06-09,6,2,7.0,3,78,240,250,2,3
2011-06-16,6,2,7.0,3,78,245,245,2,3
2011-06-23,6,2,7.0,3,78,245,240,2,3
2011-06-30,6,2,7.0,3,78,250,236,2,3
2011-07-07,7,2,7.0,3,78,250,232,2,3
2011-07-14,7,2,7.0,3,78,245,230,2,3
2011-07-21,7,2,7.0,3,78,240,230,2,3
2011-07-28,7,2,7.0,3,78,236,230,2,3
2011-08-04,8,2,7.0,3,78,232,220,2,3
2011-08-11,8,2,7.0,3,78,230,230,2,3
2011-08-18,8,2,7.0,3,78,230,225,2,3
2011-08-25,8,2,7.0,3,78,230,220,2,3
2011-09-01,9,2,7.0,3,78,220,220,2,3
2011-09-08,9,2,7.0,3,78,230,220,2,3
2011-09-15,9,2,7.0,3,78,225,220,2,3
2011-09-22,9,2,7.0,3,78,220,220,2,3
2011-09-29,9,2,7.0,3,78,220,215,2,3
2011-10-06,10,2,7.0,3,78,220,220,2,3
2011-10-13,10,2,7.0,3,78,220,220,2,3
2011-10-20,10,2,7.0,3,78,220,225,2,3
2011-10-27,10,2,7.0,3,78,215,220,2,3
2011-11-03,11,2,7.0,3,78,220,220,2,3
2011-11-10,11,2,7.0,3,78,220,220,2,3
2011-11-17,11,2,7.0,3,78,225,220,2,3
2011-11-24,11,2,7.0,3,78,220,225,2,3
2011-12-01,12,2,7.0,3,78,220,225,2,3
2011-12-08,12,2,7.0,3,78,220,225,2,3
2011-12-15,12,2,7.0,3,78,220,230,2,3
2011-12-22,12,2,7.0,3,78,225,230,2,3
2011-12-29,12,2,7.0,3,78,225,230,2,3
2012-01-05,1,2,7.0,3,78,225,225,2,3
2012-01-12,1,2,7.0,3,78,230,230,2,3
2012-01-19,1,2,7.0,3,78,230,240,2,3
2012-01-26,1,2,7.0,3,78,230,245,2,3
2012-02-02,2,2,7.0,3,78,225,255,2,3
2012-02-09,2,2,7.0,3,78,230,260,2,3
2012-02-16,2,2,7.0,3,78,240,270,2,3
2012-02-23,2,2,7.0,3,78,245,275,2,3
2012-03-01,3,2,7.0,3,78,255,275,2,3
2012-03-08,3,2,7.0,3,78,260,270,2,3
2012-03-15,3,2,7.0,3,78,270,275,2,3
2012-03-22,3,2,7.0,3,78,275,275,2,3
2012-03-29,3,2,7.0,3,78,275,290,2,3
2012-04-05,4,2,7.0,3,78,270,295,2,3
2012-04-12,4,2,7.0,3,78,275,295,2,3
2012-04-19,4,2,7.0,3,78,275,295,2,3
2012-04-26,4,2,7.0,3,78,290,295,2,3
2012-05-03,5,2,7.0,3,78,295,300,2,3
2012-05-10,5,2,7.0,3,78,295,300,2,3
2012-05-17,5,2,7.0,3,78,295,300,2,3
2012-05-24,5,2,7.0,3,78,295,300,2,3
2012-05-31,5,2,7.0,3,78,300,305,2,3
2012-06-07,6,2,7.0,3,78,300,305,2,3
2012-06-14,6,2,7.0,3,78,300,305,2,3
2012-06-21,6,2,7.0,3,78,300,310,2,3
2012-06-28,6,2,7.0,3,78,305,311,2,3
2012-07-05,7,2,7.0,3,78,305,309,2,3
2012-07-12,7,2,7.0,3,78,305,310,2,3
2012-07-19,7,2,7.0,3,78,310,315,2,3
2012-07-26,7,2,7.0,3,78,311,315,2,3
2012-08-02,8,2,7.0,3,78,309,315,2,3
2012-08-09,8,2,7.0,3,78,310,305,2,3
2012-08-16,8,2,7.0,3,78,315,305,2,3
2012-08-23,8,2,7.0,3,78,315,290,2,3
2012-08-30,8,2,7.0,3,78,315,290,2,3
2012-09-06,9,2,7.0,3,78,305,290,2,3
2012-09-13,9,2,7.0,3,78,305,290,2,3
2012-09-20,9,2,7.0,3,78,290,300,2,3
2012-09-27,9,2,7.0,3,78,290,305,2,3
2012-10-04,10,2,7.0,3,78,290,320,2,3
2012-10-11,10,2,7.0,3,78,290,330,2,3
2012-10-18,10,2,7.0,3,78,300,335,2,3
2012-10-25,10,2,7.0,3,78,305,340,2,3
2012-11-01,11,2,7.0,3,78,320,340,2,3
2012-11-08,11,2,7.0,3,78,330,340,2,3
2012-11-15,11,2,7.0,3,78,335,340,2,3
2012-11-22,11,2,7.0,3,78,340,340,2,3
2012-11-29,11,2,7.0,3,78,340,343,2,3
2012-12-06,12,2,7.0,3,78,340,347,2,3
2012-12-13,12,2,7.0,3,78,340,350,2,3
2012-12-20,12,2,7.0,3,78,340,350,2,3
2012-12-27,12,2,7.0,3,78,343,345,2,3
2013-01-03,1,2,7.0,3,78,347,340,2,3
2013-01-10,1,2,7.0,3,78,350,350,2,3
2013-01-17,1,2,7.0,3,78,350,350,2,3
2013-01-24,1,2,7.0,3,78,345,350,2,3
2013-01-31,1,2,7.0,3,78,340,350,2,3
2013-02-07,2,2,7.0,3,78,350,360,2,3
2013-02-14,2,2,7.0,3,78,350,370,2,3
2013-02-21,2,2,7.0,3,78,350,380,2,3
2013-02-28,2,2,7.0,3,78,350,390,2,3
2013-03-07,3,2,7.0,3,78,360,390,2,3
2013-03-14,3,2,7.0,3,78,370,390,2,3
2013-03-21,3,2,7.0,3,78,380,385,2,3
2013-03-28,3,2,7.0,3,78,390,380,2,3
2013-04-04,4,2,7.0,3,78,390,380,2,3
2013-04-11,4,2,7.0,3,78,390,370,2,3
2013-04-18,4,2,7.0,3,78,385,355,2,3
2013-04-25,4,2,7.0,3,78,380,355,2,3
2013-05-02,5,2,7.0,3,78,380,350,2,3
2013-05-09,5,2,7.0,3,78,370,350,2,3
2013-05-16,5,2,7.0,3,78,355,350,2,3
2013-05-23,5,2,7.0,3,78,355,350,2,3
2013-05-30,5,2,7.0,3,78,350,345,2,3
2013-06-06,6,2,7.0,3,78,350,340,2,3
2013-06-13,6,2,7.0,3,78,350,340,2,3
2013-06-20,6,2,7.0,3,78,350,345,2,3
2013-06-27,6,2,7.0,3,78,345,344,2,3
2013-07-04,7,2,7.0,3,78,340,339,2,3
2013-07-11,7,2,7.0,3,78,340,335,2,3
2013-07-18,7,2,7.0,3,78,345,335,2,3
2013-07-25,7,2,7.0,3,78,344,335,2,3
2013-08-01,8,2,7.0,3,78,339,335,2,3
2013-08-08,8,2,7.0,3,78,335,335,2,3
2013-08-15,8,2,7.0,3,78,335,335,2,3
2013-08-22,8,2,7.0,3,78,335,335,2,3
2013-08-29,8,2,7.0,3,78,335,335,2,3
2013-09-05,9,2,7.0,3,78,335,335,2,3
2013-09-12,9,2,7.0,3,78,335,335,2,3
2013-09-19,9,2,7.0,3,78,335,335,2,3
2013-09-26,9,2,7.0,3,78,335,335,2,3
2013-10-03,10,2,7.0,3,78,335,335,2,3
2013-10-10,10,2,7.0,3,78,335,335,2,3
2013-10-17,10,2,7.0,3,78,335,335,2,3
2013-10-24,10,2,7.0,3,78,335,335,2,3
2013-10-31,10,2,7.0,3,78,335,335,2,3
2013-11-07,11,2,7.0,3,78,335,335,2,3
2013-11-14,11,2,7.0,3,78,335,330,2,3
2013-11-21,11,2,7.0,3,78,335,330,2,3
2013-11-28,11,2,7.0,3,78,335,331,2,3
2013-12-05,12,2,7.0,3,78,335,331,2,3
2013-12-12,12,2,7.0,3,78,330,330,2,3
2013-12-19,12,2,7.0,3,78,330,330,2,3
2013-12-26,12,2,7.0,3,78,331,340,2,3
2014-01-02,1,2,7.0,3,78,331,345,2,3
2014-01-09,1,2,7.0,3,78,330,345,2,3
2014-01-16,1,2,7.0,3,78,330,335,2,3
2014-01-23,1,2,7.0,3,78,340,335,2,3
2014-01-30,1,2,7.0,3,78,345,330,2,3
2014-02-06,2,2,7.0,3,78,345,325,2,3
2014-02-13,2,2,7.0,3,78,335,325,2,3
2014-02-20,2,2,7.0,3,78,335,325,2,3
2014-02-27,2,2,7.0,3,78,330,325,2,3
2014-03-06,3,2,7.0,3,78,325,330,2,3
2014-03-13,3,2,7.0,3,78,325,330,2,3
2014-03-20,3,2,7.0,3,78,325,335,2,3
2014-03-27,3,2,7.0,3,78,325,330,2,3
2014-04-03,4,2,7.0,3,78,330,330,2,3
2014-04-10,4,2,7.0,3,78,330,330,2,3
2014-04-17,4,2,7.0,3,78,335,330,2,3
2014-04-24,4,2,7.0,3,78,330,330,2,3
2014-05-01,5,2,7.0,3,78,330,325,2,3
2014-05-08,5,2,7.0,3,78,330,315,2,3
2014-05-15,5,2,7.0,3,78,330,315,2,3
2014-05-22,5,2,7.0,3,78,330,310,2,3
2014-05-29,5,2,7.0,3,78,325,315,2,3
2014-06-05,6,2,7.0,3,78,315,320,2,3
2014-06-12,6,2,7.0,3,78,315,320,2,3
2014-06-19,6,2,7.0,3,78,310,320,2,3
2014-06-26,6,2,7.0,3,78,315,320,2,3
2014-07-03,7,2,7.0,3,78,320,320,2,3
2014-07-10,7,2,7.0,3,78,320,320,2,3
2014-07-17,7,2,7.0,3,78,320,320,2,3
2014-07-24,7,2,7.0,3,78,320,320,2,3
2014-07-31,7,2,7.0,3,78,320,325,2,3
2014-08-07,8,2,7.0,3,78,320,330,2,3
2014-08-14,8,2,7.0,3,78,320,335,2,3
2014-08-21,8,2,7.0,3,78,320,335,2,3
2014-08-28,8,2,7.0,3,78,325,335,2,3
2014-09-04,9,2,7.0,3,78,330,340,2,3
2014-09-11,9,2,7.0,3,78,335,340,2,3
2014-09-18,9,2,7.0,3,78,335,345,2,3
2014-09-25,9,2,7.0,3,78,335,345,2,3
2014-10-02,10,2,7.0,3,78,340,350,2,3
2014-10-09,10,2,7.0,3,78,340,345,2,3
2014-10-16,10,2,7.0,3,78,345,345,2,3
2014-10-23,10,2,7.0,3,78,345,335,2,3
2014-10-30,10,2,7.0,3,78,350,345,2,3
2014-11-06,11,2,7.0,3,78,345,345,2,3
2014-11-13,11,2,7.0,3,78,345,350,2,3
2014-11-20,11,2,7.0,3,78,335,350,2,3
2014-11-27,11,2,7.0,3,78,345,351,2,3
2014-12-04,12,2,7.0,3,78,345,356,2,3
2014-12-11,12,2,7.0,3,78,350,365,2,3
2014-12-18,12,2,7.0,3,78,350,375,2,3
2014-12-25,12,2,7.0,3,78,351,380,2,3
2015-01-01,1,2,7.0,3,78,356,390,2,3
2015-01-08,1,2,7.0,3,78,365,400,2,3
2015-01-15,1,2,7.0,3,78,375,405,2,3
2015-01-22,1,2,7.0,3,78,380,405,2,3
2015-01-29,1,2,7.0,3,78,390,405,2,3
2015-02-05,2,2,7.0,3,78,400,395,2,3
2015-02-12,2,2,7.0,3,78,405,390,2,3
2015-02-19,2,2,7.0,3,78,405,380,2,3
2015-02-26,2,2,7.0,3,78,405,380,2,3
2015-03-05,3,2,7.0,3,78,395,385,2,3
2015-03-12,3,2,7.0,3,78,390,375,2,3
2015-03-19,3,2,7.0,3,78,380,375,2,3
2015-03-26,3,2,7.0,3,78,380,375,2,3
2015-04-02,4,2,7.0,3,78,385,370,2,3
2015-04-09,4,2,7.0,3,78,375,360,2,3
2015-04-16,4,2,7.0,3,78,375,360,2,3
2015-04-23,4,2,7.0,3,78,375,360,2,3
2015-04-30,4,2,7.0,3,78,370,370,2,3
2015-05-07,5,2,7.0,3,78,360,370,2,3
2015-05-14,5,2,7.0,3,78,360,375,2,3
2015-05-21,5,2,7.0,3,78,360,375,2,3
2015-05-28,5,2,7.0,3,78,370,370,2,3
2015-06-04,6,2,7.0,3,78,370,375,2,3
2015-06-11,6,2,7.0,3,78,375,365,2,3
2015-06-18,6,2,7.0,3,78,375,365,2,3
2015-06-25,6,2,7.0,3,78,370,364,2,3
2015-07-02,7,2,7.0,3,78,375,359,2,3
2015-07-09,7,2,7.0,3,78,365,355,2,3
2015-07-16,7,2,7.0,3,78,365,355,2,3
2015-07-23,7,2,7.0,3,78,364,355,2,3
2015-07-30,7,2,7.0,3,78,359,350,2,3
2015-08-06,8,2,7.0,3,78,355,350,2,3
2015-08-13,8,2,7.0,3,78,355,350,2,3
2015-08-20,8,2,7.0,3,78,355,345,2,3
2015-08-27,8,2,7.0,3,78,350,345,2,3
2015-09-03,9,2,7.0,3,78,350,335,2,3
2015-09-10,9,2,7.0,3,78,350,340,2,3
2015-09-17,9,2,7.0,3,78,345,345,2,3
2015-09-24,9,2,7.0,3,78,345,350,2,3
2015-10-01,10,2,7.0,3,78,335,350,2,3
2015-10-08,10,2,7.0,3,78,340,350,2,3
2015-10-15,10,2,7.0,3,78,345,350,2,3
2015-10-22,10,2,7.0,3,78,350,350,2,3
2015-10-29,10,2,7.0,3,78,350,355,2,3
2015-11-05,11,2,7.0,3,78,350,350,2,3
2015-11-12,11,2,7.0,3,78,350,350,2,3
2015-11-19,11,2,7.0,3,78,350,355,2,3
2015-11-26,11,2,7.0,3,78,355,358,2,3
2015-12-03,12,2,7.0,3,78,350,360,2,3
2015-12-10,12,2,7.0,3,78,350,360,2,3
2015-12-17,12,2,7.0,3,78,355,360,2,3
2015-12-24,12,2,7.0,3,78,358,360,2,3
2015-12-31,12,2,7.0,3,78,360,360,2,3
2016-01-07,1,2,7.0,3,78,360,360,2,3
2016-01-14,1,2,7.0,3,78,360,360,2,3
2016-01-21,1,2,7.0,3,78,360,350,2,3
2016-01-28,1,2,7.0,3,78,360,350,2,3
2016-02-04,2,2,7.0,3,78,360,350,2,3
2016-02-11,2,2,7.0,3,78,360,350,2,3
2016-02-18,2,2,7.0,3,78,350,345,2,3
2016-02-25,2,2,7.0,3,78,350,345,2,3
2016-03-03,3,2,7.0,3,78,350,350,2,3
2016-03-10,3,2,7.0,3,78,350,345,2,3
2016-03-17,3,2,7.0,3,78,345,345,2,3
2016-03-24,3,2,7.0,3,78,345,340,2,3
2016-03-31,3,2,7.0,3,78,350,335,2,3
2016-04-07,4,2,7.0,3,78,345,335,2,3
2016-04-14,4,2,7.0,3,78,345,345,2,3
2016-04-21,4,2,7.0,3,78,340,340,2,3
2016-04-28,4,2,7.0,3,78,335,340,2,3
2016-05-05,5,2,7.0,3,78,335,330,2,3
2016-05-12,5,2,7.0,3,78,345,330,2,3
2016-05-19,5,2,7.0,3,78,340,325,2,3
2016-05-26,5,2,7.0,3,78,340,330,2,3
2016-06-02,6,2,7.0,3,78,330,330,2,3
2016-06-09,6,2,7.0,3,78,330,325,2,3
2016-06-16,6,2,7.0,3,78,325,325,2,3
2016-06-23,6,2,7.0,3,78,330,320,2,3
2016-06-30,6,2,7.0,3,78,330,317,2,3
2016-07-07,7,2,7.0,3,78,325,318,2,3
2016-07-14,7,2,7.0,3,78,325,320,2,3
2016-07-21,7,2,7.0,3,78,320,320,2,3
2016-07-28,7,2,7.0,3,78,317,315,2,3
2016-08-04,8,2,7.0,3,78,318,320,2,3
2016-08-11,8,2,7.0,3,78,320,325,2,3
2016-08-18,8,2,7.0,3,78,320,315,2,3
2016-08-25,8,2,7.0,3,78,315,320,2,3
2016-09-01,9,2,7.0,3,78,320,320,2,3
2016-09-08,9,2,7.0,3,78,325,320,2,3
2016-09-15,9,2,7.0,3,78,315,325,2,3
2016-09-22,9,2,7.0,3,78,320,330,2,3
2016-09-29,9,2,7.0,3,78,320,325,2,3
2016-10-06,10,2,7.0,3,78,320,335,2,3
2016-10-13,10,2,7.0,3,78,325,335,2,3
2016-10-20,10,2,7.0,3,78,330,335,2,3
2016-10-27,10,2,7.0,3,78,325,340,2,3
2016-11-03,11,2,7.0,3,78,335,335,2,3
2016-11-10,11,2,7.0,3,78,335,335,2,3
2016-11-17,11,2,7.0,3,78,335,330,2,3
2016-11-24,11,2,7.0,3,78,340,329,2,3
2016-12-01,12,2,7.0,3,78,335,333,2,3
